,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Id_Item_First,Id_Item_Second,Id_Item_Third,Class_Outlet_Per_Year,Class_Item_Weight,Class_Item_Visibility,Item_Sales,Item_MRP_AVG,Item_Sales_AVG,Class_Item_MRP,Outlet_Item_Sales_AVG
7928,NCM19,12.65,Low Fat,0.047333044000000005,Others,113.8202,OUT045,2002,Small,Tier 2,Supermarket Type1,1800.3232,Non-Consumable,NC,M,19,Class C,Heavy,Low,16.0,113.1202,24.75,Medium,15.572658772874059
7929,NCF42,17.35,Low Fat,0.16772251900000001,Household,176.3712,OUT045,2002,Small,Tier 2,Supermarket Type1,1054.6272,Non-Consumable,NC,F,42,Class C,Heavy,Intermediate,6.0,176.4712,11.11111111111111,Medium,15.572658772874059
7930,NCX05,15.2,Low Fat,0.097611115,Health and Hygiene,116.5492,OUT017,2007,Small,Tier 2,Supermarket Type1,810.9444,Non-Consumable,NC,X,05,Class C,Heavy,Low,7.0,116.2992,11.0,Medium,16.659827213822894
7931,FDI19,15.1,Low Fat,0.0494423735,Meat,244.2512,OUT045,2002,Small,Tier 2,Supermarket Type1,3635.268,Food,FD,I,19,Class C,Heavy,Low,15.0,243.03453333333331,16.166666666666668,Expensive,15.572658772874059
7932,FDT10,16.7,Regular,0.062395455,Snack Foods,57.6562,OUT017,2007,Small,Tier 2,Supermarket Type1,533.3058,Food,FD,T,10,Class C,Heavy,Low,9.0,59.422866666666664,9.5,Cheap,16.659827213822894
7933,FDT20,10.5,Low Fat,0.041479396,Fruits and Vegetables,36.8164,OUT045,2002,Small,Tier 2,Supermarket Type1,772.328,Food,FD,T,20,Class C,Heavy,Low,21.0,38.733066666666666,20.833333333333332,Cheap,15.572658772874059
7934,FDG21,17.35,Regular,0.140244468,Seafood,150.205,OUT045,2002,Small,Tier 2,Supermarket Type1,5992.2,Food,FD,G,21,Class C,Heavy,Low,40.0,149.63833333333335,19.833333333333332,Medium,15.572658772874059
7935,DRZ11,8.85,Regular,0.112893431,Soft Drinks,123.3388,OUT045,2002,Small,Tier 2,Supermarket Type1,2972.1312,Drinks,DR,Z,11,Class C,Medium,Low,24.0,123.02213333333333,14.166666666666666,Medium,15.572658772874059
7936,NCD43,8.85,Low Fat,0.016052446,Household,106.7964,OUT045,2002,Small,Tier 2,Supermarket Type1,1367.5532,Non-Consumable,NC,D,43,Class C,Medium,Low,13.0,105.62140000000001,4.75,Medium,15.572658772874059
7937,FDM02,12.5,Regular,0.074152133,Canned,88.6198,OUT017,2007,Small,Tier 2,Supermarket Type1,1395.5168,Food,FD,M,02,Class C,Heavy,Low,16.0,87.0598,11.2,Cheap,16.659827213822894
7938,DRJ49,6.865,Low Fat,0.014072399,Soft Drinks,127.3652,OUT017,2007,Small,Tier 2,Supermarket Type1,1679.1476,Drinks,DR,J,49,Class C,Medium,Low,13.0,128.2252,15.2,Medium,16.659827213822894
7939,FDP48,7.52,Regular,0.044272226,Baking Goods,181.395,OUT017,2007,Small,Tier 2,Supermarket Type1,2563.33,Food,FD,P,48,Class C,Medium,Low,14.0,182.375,24.4,Medium,16.659827213822894
7940,FDZ49,11.0,Regular,0.13341564,Canned,218.7798,OUT045,2002,Small,Tier 2,Supermarket Type1,2203.798,Food,FD,Z,49,Class C,Heavy,Low,10.0,220.1798,14.666666666666666,Expensive,15.572658772874059
7941,FDR46,16.85,Low Fat,0.139700397,Snack Foods,147.776,OUT045,2002,Small,Tier 2,Supermarket Type1,2490.092,Food,FD,R,46,Class C,Heavy,Low,17.0,146.7135,14.75,Medium,15.572658772874059
7942,NCU05,11.8,Low Fat,0.058855357000000004,Health and Hygiene,79.1618,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.2922,Non-Consumable,NC,U,05,Class C,Heavy,Low,30.0,80.92846666666667,13.0,Cheap,15.572658772874059
7943,FDA44,19.7,Low Fat,0.053330653,Fruits and Vegetables,56.793,OUT045,2002,Small,Tier 2,Supermarket Type1,848.895,Food,FD,A,44,Class C,Heavy,Low,15.0,56.46800000000001,16.625,Cheap,15.572658772874059
7944,FDT04,17.25,Low Fat,0.10725882199999999,Frozen Foods,40.1822,OUT045,2002,Small,Tier 2,Supermarket Type1,510.6686,Food,FD,T,04,Class C,Heavy,Low,13.0,39.7222,12.0,Cheap,15.572658772874059
7945,FDS26,20.35,Low Fat,0.089975294,Dairy,261.6594,OUT017,2007,Small,Tier 2,Supermarket Type1,7588.1226,Food,FD,S,26,Class C,Extra Heavy,Low,29.0,260.8594,17.4,Expensive,16.659827213822894
7946,NCO42,21.25,Low Fat,0.024795057000000002,Household,147.4102,OUT017,2007,Small,Tier 2,Supermarket Type1,3791.0652,Non-Consumable,NC,O,42,Class C,Extra Heavy,Low,26.0,145.6602,17.666666666666668,Medium,16.659827213822894
7947,FDB46,10.5,Regular,0.093954022,Snack Foods,211.8244,OUT045,2002,Small,Tier 2,Supermarket Type1,3387.5904,Food,FD,B,46,Class C,Heavy,Low,16.0,212.0744,17.0,Expensive,15.572658772874059
7948,FDL26,18.0,Low Fat,0.073606829,Canned,156.6972,OUT017,2007,Small,Tier 2,Supermarket Type1,4206.5244,Food,FD,L,26,Class C,Heavy,Low,27.0,156.12220000000002,22.5,Medium,16.659827213822894
7949,NCQ30,7.725,Low Fat,0.029131242,Household,123.8414,OUT045,2002,Small,Tier 2,Supermarket Type1,487.3656,Non-Consumable,NC,Q,30,Class C,Medium,Low,4.0,123.00139999999999,6.4,Medium,15.572658772874059
7950,FDO56,10.195,Regular,0.045073782,Fruits and Vegetables,119.1808,OUT045,2002,Small,Tier 2,Supermarket Type1,468.7232,Food,FD,O,56,Class C,Heavy,Low,4.0,117.76079999999999,7.8,Medium,15.572658772874059
7951,FDX11,16.0,Regular,0.106968577,Baking Goods,180.5634,OUT045,2002,Small,Tier 2,Supermarket Type1,2726.4509999999996,Food,FD,X,11,Class C,Heavy,Low,15.0,181.83006666666665,17.166666666666668,Medium,15.572658772874059
7952,FDB20,7.72,Low Fat,0.052086085,Fruits and Vegetables,76.8986,OUT045,2002,Small,Tier 2,Supermarket Type1,467.3916,Food,FD,B,20,Class C,Medium,Low,6.0,78.1386,14.8,Cheap,15.572658772874059
7953,NCT53,5.4,Low Fat,0.048388423,Health and Hygiene,163.0526,OUT017,2007,Small,Tier 2,Supermarket Type1,2302.3364,Non-Consumable,NC,T,53,Class C,Medium,Low,14.0,164.08593333333332,10.666666666666666,Medium,16.659827213822894
7954,NCJ42,19.75,Low Fat,0.01433033,Household,104.2332,OUT045,2002,Small,Tier 2,Supermarket Type1,2153.1972,Non-Consumable,NC,J,42,Class C,Heavy,Low,21.0,102.33319999999999,16.5,Medium,15.572658772874059
7955,NCO41,12.5,Low Fat,0.018887088,Health and Hygiene,98.8384,OUT045,2002,Small,Tier 2,Supermarket Type1,1280.9992,Non-Consumable,NC,O,41,Class C,Heavy,Low,13.0,98.07173333333333,18.333333333333332,Cheap,15.572658772874059
7956,FDC05,13.1,Regular,0.099343352,Frozen Foods,198.1768,OUT017,2007,Small,Tier 2,Supermarket Type1,1970.7679999999998,Food,FD,C,05,Class C,Heavy,Low,10.0,197.27679999999998,14.5,Medium,16.659827213822894
7957,FDT56,16.0,Regular,0.115826834,Fruits and Vegetables,56.0246,OUT045,2002,Small,Tier 2,Supermarket Type1,695.0952,Food,FD,T,56,Class C,Heavy,Low,12.0,57.3246,14.4,Cheap,15.572658772874059
7958,DRI11,8.26,Low Fat,0.03447406,Hard Drinks,117.0834,OUT045,2002,Small,Tier 2,Supermarket Type1,1612.5676,Drinks,DR,I,11,Class C,Medium,Low,14.0,115.05482857142856,12.142857142857142,Medium,15.572658772874059
7959,FDP21,7.42,Regular,0.025886443,Snack Foods,189.1872,OUT017,2007,Small,Tier 2,Supermarket Type1,4727.18,Food,FD,P,21,Class C,Medium,Low,25.0,189.3122,19.0,Medium,16.659827213822894
7960,NCI54,15.2,Low Fat,0.035194213333333335,Household,110.4912,OUT017,2007,Small,Tier 2,Supermarket Type1,1637.868,Non-Consumable,NC,I,54,Class C,Heavy,Low,15.0,109.42453333333334,13.666666666666666,Medium,16.659827213822894
7961,FDJ57,7.42,Regular,0.021695673999999998,Seafood,185.3582,OUT017,2007,Small,Tier 2,Supermarket Type1,3715.164,Food,FD,J,57,Class C,Medium,Low,20.0,185.51534285714283,16.571428571428573,Medium,16.659827213822894
7962,NCQ42,20.35,Low Fat,0.037637425999999995,Household,125.1678,OUT017,2007,Small,Tier 2,Supermarket Type1,1907.517,Non-Consumable,NC,Q,42,Class C,Extra Heavy,Low,15.0,127.40113333333333,16.833333333333332,Medium,16.659827213822894
7963,FDW21,5.34,Regular,0.005997615,Snack Foods,100.4358,OUT017,2007,Small,Tier 2,Supermarket Type1,1508.037,Food,FD,W,21,Class C,Medium,Low,15.0,100.5758,17.2,Medium,16.659827213822894
7964,NCH43,8.42,Low Fat,0.070712031,Household,216.4192,OUT045,2002,Small,Tier 2,Supermarket Type1,3020.0688,Non-Consumable,NC,H,43,Class C,Medium,Low,14.0,216.13586666666666,7.5,Expensive,15.572658772874059
7965,FDW31,11.35,Regular,0.04324563,Fruits and Vegetables,199.4742,OUT045,2002,Small,Tier 2,Supermarket Type1,2587.9646,Food,FD,W,31,Class C,Heavy,Low,13.0,199.0342,12.4,Medium,15.572658772874059
7966,FDA01,15.0,Regular,0.054488534000000005,Canned,57.5904,OUT045,2002,Small,Tier 2,Supermarket Type1,468.7232,Food,FD,A,01,Class C,Heavy,Low,8.0,59.13325714285713,13.0,Cheap,15.572658772874059
7967,FDS36,8.38,Regular,0.046982429000000006,Baking Goods,108.15700000000001,OUT045,2002,Small,Tier 2,Supermarket Type1,549.285,Food,FD,S,36,Class C,Medium,Low,5.0,109.75700000000002,24.0,Medium,15.572658772874059
7968,FDX07,19.2,Regular,0.015273673333333333,Fruits and Vegetables,182.095,OUT010,1998,Medium,Tier 3,Grocery Store,732.38,Food,FD,X,07,Class B,Heavy,Low,4.0,182.9283333333333,16.5,Medium,2.383783783783784
7969,FDE51,5.925,Regular,0.161466534,Dairy,45.5086,OUT010,1998,Medium,Tier 3,Grocery Store,178.4344,Food,FD,E,51,Class B,Medium,Intermediate,4.0,43.96574285714286,12.0,Cheap,2.383783783783784
7970,FDV38,19.25,Low Fat,0.17034855100000001,Dairy,55.7956,OUT010,1998,Medium,Tier 3,Grocery Store,163.7868,Food,FD,V,38,Class B,Heavy,Intermediate,3.0,54.66226666666667,13.777777777777779,Cheap,2.383783783783784
7971,FDM39,6.42,Low Fat,0.08949892599999999,Dairy,178.1002,OUT010,1998,Medium,Tier 3,Grocery Store,358.2004,Food,FD,M,39,Class B,Medium,Low,2.0,178.2602,21.4,Medium,2.383783783783784
7972,FDC46,17.7,Low Fat,0.195068226,Snack Foods,185.4266,OUT010,1998,Medium,Tier 3,Grocery Store,184.4266,Food,FD,C,46,Class B,Heavy,Intermediate,1.0,183.8266,20.571428571428573,Medium,2.383783783783784
7973,FDW20,20.75,Low Fat,0.040421193,Fruits and Vegetables,122.17299999999999,OUT010,1998,Medium,Tier 3,Grocery Store,369.519,Food,FD,W,20,Class B,Extra Heavy,Low,3.0,123.673,16.0,Medium,2.383783783783784
7974,FDB14,20.25,Regular,0.171938781,Canned,92.512,OUT010,1998,Medium,Tier 3,Grocery Store,186.424,Food,FD,B,14,Class B,Extra Heavy,Intermediate,2.0,93.06914285714288,16.285714285714285,Cheap,2.383783783783784
7975,FDS52,8.89,Low Fat,0.009163216,Frozen Foods,101.7016,OUT010,1998,Medium,Tier 3,Grocery Store,101.2016,Food,FD,S,52,Class B,Medium,Low,1.0,101.3766,14.0,Medium,2.383783783783784
7976,NCN07,18.5,Low Fat,0.056816465,Others,132.1284,OUT010,1998,Medium,Tier 3,Grocery Store,263.6568,Non-Consumable,NC,N,07,Class B,Heavy,Low,2.0,131.37125714285713,11.857142857142858,Medium,2.383783783783784
7977,FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,Medium,Tier 3,Grocery Store,345.5502,Food,FD,I,32,Class B,Heavy,High,3.0,115.34054285714286,17.428571428571427,Medium,2.383783783783784
7978,FDR47,17.85,Low Fat,0.07008762299999999,Breads,196.5794,OUT010,1998,Medium,Tier 3,Grocery Store,585.2382,Food,FD,R,47,Class B,Heavy,Low,3.0,195.95940000000002,14.8,Medium,2.383783783783784
7979,NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Medium,Tier 3,Grocery Store,161.1236,Non-Consumable,NC,U,05,Class B,Heavy,Low,2.0,80.92846666666667,13.0,Cheap,2.383783783783784
7980,FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736,Food,FD,F,24,Class B,Heavy,Low,4.0,82.77673333333335,19.333333333333332,Cheap,2.383783783783784
7981,FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984,Food,FD,X,40,Class B,Heavy,Intermediate,6.0,39.00211428571429,13.142857142857142,Cheap,2.383783783783784
7982,NCZ54,14.65,Low Fat,0.08042614899999999,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,324.9104,Non-Consumable,NC,Z,54,Class B,Heavy,Low,2.0,162.2552,20.0,Medium,2.383783783783784
7983,FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626,Food,FD,E,10,Class B,Medium,Intermediate,1.0,131.59593333333333,13.166666666666666,Medium,2.383783783783784
7984,FDR44,6.11,Regular,0.09016231275,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,Food,FD,R,44,Class B,Medium,Low,2.0,130.4593,12.625,Medium,2.383783783783784
7985,FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,Food,FD,P,28,Class B,Heavy,Low,1.0,260.9811,11.25,Expensive,2.383783783783784
7986,FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816,Food,FD,K,21,Class B,Medium,Low,2.0,249.66937142857142,13.285714285714286,Expensive,2.383783783783784
7987,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,Food,FD,E,08,Class B,Heavy,Low,2.0,147.77339999999998,15.2,Medium,2.383783783783784
7988,FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,1998,Medium,Tier 3,Grocery Store,452.744,Food,FD,C,08,Class B,Heavy,Intermediate,2.0,226.88866666666664,13.0,Expensive,2.383783783783784
7989,NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,Non-Consumable,NC,K,19,Class B,Medium,Intermediate,2.0,193.54779999999997,13.166666666666666,Medium,2.383783783783784
7990,FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,1998,Medium,Tier 3,Grocery Store,474.0496,Food,FD,T,57,Class B,Heavy,Low,2.0,236.8581333333333,14.333333333333334,Expensive,2.383783783783784
7991,NCZ42,10.5,Low Fat,0.0090443174,Household,238.3248,OUT010,1998,Medium,Tier 3,Grocery Store,711.0744,Non-Consumable,NC,Z,42,Class B,Heavy,Low,3.0,236.64480000000003,16.2,Expensive,2.383783783783784
7992,FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,1998,Medium,Tier 3,Grocery Store,291.6204,Food,FD,R,04,Class B,Medium,Low,3.0,97.6943,14.625,Cheap,2.383783783783784
7993,FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,1998,Medium,Tier 3,Grocery Store,165.7842,Food,FD,V,51,Class B,Heavy,Low,1.0,165.3675333333333,12.666666666666666,Medium,2.383783783783784
7994,FDC02,21.35,Low Fat,0.11519471699999999,Canned,258.3278,OUT010,1998,Medium,Tier 3,Grocery Store,520.6556,Food,FD,C,02,Class B,Extra Heavy,Low,2.0,259.1444666666667,17.5,Expensive,2.383783783783784
7995,FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,Medium,Tier 3,Grocery Store,731.0484,Food,FD,N,09,Class B,Heavy,Low,3.0,243.6328,12.166666666666666,Expensive,2.383783783783784
7996,FDB15,10.895,Low Fat,0.228993134,Dairy,263.4568,OUT010,1998,Medium,Tier 3,Grocery Store,527.3136,Food,FD,B,15,Class B,Heavy,Intermediate,2.0,263.8139428571429,14.714285714285714,Expensive,2.383783783783784
7997,FDQ37,20.75,Low Fat,0.14940405699999998,Breakfast,192.8478,OUT010,1998,Medium,Tier 3,Grocery Store,774.9912,Food,FD,Q,37,Class B,Extra Heavy,Low,4.0,192.7878,25.0,Medium,2.383783783783784
7998,FDC15,18.1,Low Fat,0.29788371199999997,Dairy,156.7288,OUT010,1998,Medium,Tier 3,Grocery Store,314.2576,Food,FD,C,15,Class B,Heavy,High,2.0,157.3288,10.75,Medium,2.383783783783784
7999,NCD19,8.93,Low Fat,0.022059594,Household,56.0614,OUT010,1998,Medium,Tier 3,Grocery Store,276.307,Non-Consumable,NC,D,19,Class B,Medium,Low,5.0,55.04473333333333,11.833333333333334,Cheap,2.383783783783784
8000,NCM55,15.6,Low Fat,0.11168586800000001,Others,184.7924,OUT010,1998,Medium,Tier 3,Grocery Store,370.1848,Non-Consumable,NC,M,55,Class B,Heavy,Low,2.0,185.42573333333334,12.666666666666666,Medium,2.383783783783784
8001,FDR49,8.71,Low Fat,0.23303981699999998,Canned,49.5376,OUT010,1998,Medium,Tier 3,Grocery Store,95.8752,Food,FD,R,49,Class B,Medium,Intermediate,2.0,47.7976,13.0,Cheap,2.383783783783784
8002,FDA44,19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593,OUT010,1998,Medium,Tier 3,Grocery Store,56.593,Food,FD,A,44,Class B,Heavy,Low,1.0,56.46800000000001,16.625,Cheap,2.383783783783784
8003,FDD29,12.15,Low Fat,0.030815427000000003,Frozen Foods,252.0698,OUT010,1998,Medium,Tier 3,Grocery Store,1014.6792,Food,FD,D,29,Class B,Heavy,Low,4.0,253.3448,16.0,Expensive,2.383783783783784
8004,DRF03,19.1,Low Fat,0.075836522,Dairy,40.2138,OUT010,1998,Medium,Tier 3,Grocery Store,81.2276,Drinks,DR,F,03,Class B,Heavy,Low,2.0,40.2013,13.75,Cheap,2.383783783783784
8005,FDZ01,8.975,Regular,0.01516265,Canned,101.899,OUT010,1998,Medium,Tier 3,Grocery Store,103.199,Food,FD,Z,01,Class B,Medium,Low,1.0,103.03899999999999,16.6,Medium,2.383783783783784
8006,FDY07,11.8,Low Fat,0.052234102857142854,Fruits and Vegetables,46.5402,OUT010,1998,Medium,Tier 3,Grocery Store,229.701,Food,FD,Y,07,Class B,Heavy,Low,5.0,46.18305714285714,15.714285714285714,Cheap,2.383783783783784
8007,FDG20,15.5,Regular,0.21037580600000003,Fruits and Vegetables,178.2028,OUT010,1998,Medium,Tier 3,Grocery Store,177.1028,Food,FD,G,20,Class B,Heavy,Intermediate,1.0,177.56279999999998,7.4,Medium,2.383783783783784
8008,FDU32,8.785,Low Fat,0.020539695166666667,Fruits and Vegetables,123.0414,OUT010,1998,Medium,Tier 3,Grocery Store,121.8414,Food,FD,U,32,Class B,Medium,Low,1.0,121.00806666666665,14.166666666666666,Medium,2.383783783783784
8009,FDX57,17.25,Regular,0.079113947,Snack Foods,99.2068,OUT010,1998,Medium,Tier 3,Grocery Store,97.2068,Food,FD,X,57,Class B,Heavy,Low,1.0,96.7568,17.333333333333332,Cheap,2.383783783783784
8010,DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,OUT010,1998,Medium,Tier 3,Grocery Store,226.372,Drinks,DR,I,39,Class B,Heavy,Intermediate,4.0,55.713,23.0,Cheap,2.383783783783784
8011,DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.166,OUT010,1998,Medium,Tier 3,Grocery Store,539.298,Drinks,DR,N,47,Class B,Heavy,Low,3.0,179.42155555555553,16.22222222222222,Medium,2.383783783783784
8012,FDN15,17.5,Low Fat,0.028009382000000003,Meat,141.718,OUT010,1998,Medium,Tier 3,Grocery Store,419.454,Food,FD,N,15,Class B,Heavy,Low,3.0,140.4322857142857,10.571428571428571,Medium,2.383783783783784
8013,FDS03,7.825,Low Fat,0.133281968,Meat,63.2826,OUT010,1998,Medium,Tier 3,Grocery Store,129.1652,Food,FD,S,03,Class B,Medium,Low,2.0,64.4326,16.666666666666668,Cheap,2.383783783783784
8014,FDE35,7.06,Regular,0.073480266,Starchy Foods,58.8904,OUT010,1998,Medium,Tier 3,Grocery Store,58.5904,Food,FD,E,35,Class B,Medium,Low,1.0,59.270399999999995,12.8,Cheap,2.383783783783784
8015,FDL48,19.35,Regular,0.137697119,Baking Goods,47.1034,OUT010,1998,Medium,Tier 3,Grocery Store,145.8102,Food,FD,L,48,Class B,Heavy,Low,3.0,48.331971428571435,11.428571428571429,Cheap,2.383783783783784
8016,FDX26,17.7,Low Fat,0.146973462,Dairy,184.1292,OUT010,1998,Medium,Tier 3,Grocery Store,547.2876,Food,FD,X,26,Class B,Heavy,Low,3.0,182.0149142857143,13.857142857142858,Medium,2.383783783783784
8017,NCV30,20.2,Low Fat,0.11035679699999999,Household,62.051,OUT010,1998,Medium,Tier 3,Grocery Store,126.50200000000001,Non-Consumable,NC,V,30,Class B,Extra Heavy,Low,2.0,62.411,14.6,Cheap,2.383783783783784
8018,NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,1998,Medium,Tier 3,Grocery Store,300.9416,Non-Consumable,NC,Q,05,Class B,Heavy,Low,2.0,150.5583,15.375,Medium,2.383783783783784
8019,FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,Food,FD,U,40,Class B,Extra Heavy,Low,2.0,193.24779999999998,11.333333333333334,Medium,2.383783783783784
8020,DRK12,9.5,Low Fat,0.036689528625,Soft Drinks,32.89,OUT010,1998,Medium,Tier 3,Grocery Store,33.29,Drinks,DR,K,12,Class B,Medium,Low,1.0,32.315000000000005,15.25,Cheap,2.383783783783784
8021,DRG51,12.1,Low Fat,0.019314961000000002,Dairy,164.6526,OUT010,1998,Medium,Tier 3,Grocery Store,657.8104,Drinks,DR,G,51,Class B,Heavy,Low,4.0,164.9126,12.4,Medium,2.383783783783784
8022,DRM37,15.35,Low Fat,0.16135017599999998,Soft Drinks,196.6768,OUT010,1998,Medium,Tier 3,Grocery Store,591.2304,Drinks,DR,M,37,Class B,Heavy,Intermediate,3.0,197.2768,19.857142857142858,Medium,2.383783783783784
8023,FDF21,10.3,Regular,0.09846497900000001,Fruits and Vegetables,188.653,OUT010,1998,Medium,Tier 3,Grocery Store,189.753,Food,FD,F,21,Class B,Heavy,Low,1.0,189.753,19.714285714285715,Medium,2.383783783783784
8024,FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,OUT010,1998,Medium,Tier 3,Grocery Store,114.5176,Food,FD,O,10,Class B,Heavy,Low,2.0,57.133799999999994,15.0,Cheap,2.383783783783784
8025,FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,OUT010,1998,Medium,Tier 3,Grocery Store,745.696,Food,FD,Z,23,Class B,Heavy,Low,4.0,186.43828571428574,15.285714285714286,Medium,2.383783783783784
8026,DRF23,4.61,Low Fat,0.20529482699999999,Hard Drinks,172.8396,OUT010,1998,Medium,Tier 3,Grocery Store,174.4396,Drinks,DR,F,23,Class B,Light,Intermediate,1.0,173.7021,15.125,Medium,2.383783783783784
8027,NCN43,12.15,Low Fat,0.011314423,Others,122.973,OUT010,1998,Medium,Tier 3,Grocery Store,123.17299999999999,Non-Consumable,NC,N,43,Class B,Heavy,Low,1.0,123.32299999999998,14.5,Medium,2.383783783783784
8028,FDP01,20.75,Regular,0.10599465400000001,Breakfast,150.5682,OUT010,1998,Medium,Tier 3,Grocery Store,762.341,Food,FD,P,01,Class B,Extra Heavy,Low,5.0,152.03486666666666,8.666666666666666,Medium,2.383783783783784
8029,FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,OUT010,1998,Medium,Tier 3,Grocery Store,384.8324,Food,FD,W,56,Class B,Medium,Low,2.0,191.8495333333333,23.5,Medium,2.383783783783784
8030,FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,OUT010,1998,Medium,Tier 3,Grocery Store,167.7816,Food,FD,O,34,Class B,Heavy,Low,1.0,167.2673142857143,18.714285714285715,Medium,2.383783783783784
8031,FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,OUT010,1998,Medium,Tier 3,Grocery Store,258.3304,Food,FD,G,31,Class B,Heavy,Low,4.0,64.29926666666667,12.666666666666666,Cheap,2.383783783783784
8032,NCS54,13.6,Low Fat,0.016726506000000002,Household,176.037,OUT010,1998,Medium,Tier 3,Grocery Store,352.874,Non-Consumable,NC,S,54,Class B,Heavy,Low,2.0,176.56557142857145,19.714285714285715,Medium,2.383783783783784
8033,FDM02,12.5,Regular,0.12341737,Canned,86.0198,OUT010,1998,Medium,Tier 3,Grocery Store,87.2198,Food,FD,M,02,Class B,Heavy,Low,1.0,87.0598,11.2,Cheap,2.383783783783784
8034,FDL52,6.635,Regular,0.07714555299999999,Frozen Foods,39.8506,OUT010,1998,Medium,Tier 3,Grocery Store,75.9012,Food,FD,L,52,Class B,Medium,Low,2.0,38.39345714285714,12.857142857142858,Cheap,2.383783783783784
8035,FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.36599999999999,OUT010,1998,Medium,Tier 3,Grocery Store,179.766,Food,FD,M,28,Class B,Heavy,Low,1.0,180.18266666666668,9.166666666666666,Medium,2.383783783783784
8036,NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,OUT010,1998,Medium,Tier 3,Grocery Store,143.8128,Non-Consumable,NC,Y,41,Class B,Heavy,Low,4.0,35.49605714285714,19.142857142857142,Cheap,2.383783783783784
8037,NCA54,16.5,Low Fat,0.061330521,Household,178.7318,OUT010,1998,Medium,Tier 3,Grocery Store,360.8636,Non-Consumable,NC,A,54,Class B,Heavy,Low,2.0,179.6068,12.25,Medium,2.383783783783784
8038,NCF18,18.35,Low Fat,0.148938624,Household,191.9504,OUT010,1998,Medium,Tier 3,Grocery Store,767.0016,Non-Consumable,NC,F,18,Class B,Heavy,Low,4.0,191.93040000000002,19.0,Medium,2.383783783783784
8039,NCX41,19.0,Low Fat,0.017006156999999997,Health and Hygiene,211.0244,OUT010,1998,Medium,Tier 3,Grocery Store,1482.0708,Non-Consumable,NC,X,41,Class B,Heavy,Low,7.0,211.1744,11.166666666666666,Expensive,2.383783783783784
8040,FDB34,15.25,Low Fat,0.044539370999999994,Snack Foods,85.3198,OUT010,1998,Medium,Tier 3,Grocery Store,261.6594,Food,FD,B,34,Class B,Heavy,Low,3.0,86.29122857142856,17.428571428571427,Cheap,2.383783783783784
8041,NCK06,5.03,Low Fat,0.014472516000000001,Household,122.0756,OUT010,1998,Medium,Tier 3,Grocery Store,121.1756,Non-Consumable,NC,K,06,Class B,Medium,Low,1.0,121.9156,11.0,Medium,2.383783783783784
8042,NCZ30,6.59,Low Fat,0.043828293,Household,121.4098,OUT010,1998,Medium,Tier 3,Grocery Store,241.0196,Non-Consumable,NC,Z,30,Class B,Medium,Low,2.0,120.75265714285715,15.0,Medium,2.383783783783784
